5210, 1, swing up, 2.48, 1.93, 2.50, 1.94, -3.40, -0.71, -0.09, 254.32
5216, 1, swing up, 2.46, 1.93, 2.48, 1.93, -3.64, -0.77, -0.09, 254.32
5222, 1, swing up, 2.44, 1.92, 2.46, 1.93, -3.45, -0.64, -0.09, 254.32
5228, 1, swing up, 2.42, 1.92, 2.44, 1.92, -3.26, -0.45, -0.09, 254.31
5234, 1, swing up, 2.40, 1.92, 2.42, 1.92, -3.13, -0.45, -0.09, 254.31
5240, 1, swing up, 2.38, 1.91, 2.40, 1.92, -2.94, -0.38, -0.09, 254.31
5246, 1, swing up, 2.36, 1.91, 2.38, 1.91, -2.62, -0.38, -0.09, 254.31
5253, 1, swing up, 2.35, 1.91, 2.36, 1.91, -1.86, -0.38, -0.09, 254.31
5258, 1, swing up, 2.34, 1.91, 2.35, 1.91, -1.92, -0.70, -0.09, 254.32
5264, 1, swing up, 2.33, 1.90, 2.34, 1.91, -1.66, -0.45, -0.09, 254.31
5270, 1, swing up, 2.32, 1.90, 2.33, 1.90, -1.41, -0.58, -0.08, 254.31
5276, 1, swing up, 2.31, 1.90, 2.32, 1.90, -1.21, -0.45, -0.08, 254.31
5282, 1, swing up, 2.31, 1.89, 2.31, 1.90, -1.02, -0.32, -0.08, 254.31
5288, 1, swing up, 2.30, 1.89, 2.31, 1.89, -0.77, -0.26, -0.08, 254.31
5295, 1, swing up, 2.30, 1.89, 2.30, 1.89, -0.44, -0.22, -0.08, 254.30
5301, 1, swing up, 2.30, 1.89, 2.30, 1.89, -0.19, -0.19, -0.08, 254.30
5307, 1, swing up, 2.30, 1.89, 2.30, 1.89, 0.06, -0.19, -0.08, -254.29
5313, 1, swing up, 2.30, 1.89, 2.30, 1.89, 0.32, -0.26, -0.08, -254.29
5319, 1, swing up, 2.31, 1.87, 2.30, 1.89, 1.85, -2.68, -0.08, -254.22
5325, 1, swing up, 2.32, 1.86, 2.31, 1.87, 1.41, -1.73, -0.08, -254.25
5331, 1, swing up, 2.33, 1.86, 2.32, 1.86, 0.96, -0.64, -0.09, -254.28
5338, 1, swing up, 2.34, 1.84, 2.33, 1.86, 1.64, -1.81, -0.09, -254.25
5344, 1, swing up, 2.35, 1.84, 2.34, 1.84, 1.46, -0.61, -0.09, -254.28
5350, 1, swing up, 2.36, 1.82, 2.35, 1.84, 2.81, -2.88, -0.09, -254.22
5356, 1, swing up, 2.38, 1.82, 2.36, 1.82, 2.30, -1.15, -0.09, -254.27
5362, 1, swing up, 2.40, 1.79, 2.38, 1.82, 3.77, -3.77, -0.09, -254.19
5368, 1, swing up, 2.42, 1.78, 2.40, 1.79, 3.20, -2.49, -0.09, -254.23
5374, 1, swing up, 2.44, 1.75, 2.42, 1.78, 4.41, -4.28, -0.09, -254.18
5381, 1, swing up, 2.47, 1.73, 2.44, 1.75, 3.34, -2.90, -0.09, -254.22
5387, 1, swing up, 2.50, 1.71, 2.47, 1.73, 4.73, -4.60, -0.09, -254.17
5393, 1, swing up, 2.52, 1.68, 2.50, 1.71, 4.67, -4.73, -0.09, -254.17
5399, 1, swing up, 2.55, 1.65, 2.52, 1.68, 4.67, -5.18, -0.09, -254.15
5405, 1, swing up, 2.58, 1.61, 2.55, 1.65, 5.43, -6.39, -0.09, -254.12
5411, 1, swing up, 2.62, 1.57, 2.58, 1.61, 5.24, -6.14, -0.09, -254.13
5417, 1, swing up, 2.65, 1.53, 2.62, 1.57, 5.82, -7.41, -0.09, -254.09
5424, 1, swing up, 2.69, 1.48, 2.65, 1.53, 5.15, -6.74, -0.09, -254.11
5430, 1, swing up, 2.73, 1.43, 2.69, 1.48, 6.71, -8.69, -0.09, -254.06
5436, 1, swing up, 2.77, 1.37, 2.73, 1.43, 6.71, -9.33, -0.10, -254.04
5442, 1, swing up, 2.81, 1.32, 2.77, 1.37, 6.46, -8.63, -0.10, -254.06
5448, 1, swing up, 2.85, 1.26, 2.81, 1.32, 7.03, -10.48, -0.10, -254.01
5454, 1, swing up, 2.90, 1.18, 2.85, 1.26, 7.80, -12.40, -0.10, -253.95
5460, 1, swing up, 2.94, 1.11, 2.90, 1.18, 6.90, -11.82, -0.10, -253.97
5467, 1, swing up, 2.98, 1.04, 2.94, 1.11, 5.59, -9.97, -0.10, -254.02
5473, 1, swing up, 3.02, 0.96, 2.98, 1.04, 6.90, -13.04, -0.10, -253.93
5479, 1, swing up, 3.06, 0.88, 3.02, 0.96, 7.41, -14.32, -0.10, -253.90
5485, 1, swing up, 3.10, 0.80, 3.06, 0.88, 6.39, -12.40, -0.10, -253.95
5491, 1, swing up, -3.14, 0.72, 3.10, 0.80, -1040.04, -13.42, 59.39, -253.92
5498, 1, swing up, -3.09, 0.63, -3.14, 0.72, 7.45, -13.42, -0.10, -253.92
5505, 1, swing up, -3.05, 0.55, -3.09, 0.63, 5.81, -11.12, -0.10, -253.99
5511, 1, swing up, -3.00, 0.47, -3.05, 0.55, 7.80, -14.25, -0.10, -253.90
5517, 1, swing up, -2.95, 0.37, -3.00, 0.47, 6.90, -12.98, -0.10, -253.94
5523, 1, swing up, -2.91, 0.30, -2.95, 0.37, 6.90, -12.85, -0.10, -253.94
5530, 1, swing up, -2.86, 0.21, -2.91, 0.30, 7.99, -14.32, -0.10, -253.90
5536, 1, swing up, -2.82, 0.13, -2.86, 0.21, 7.86, -13.23, -0.10, -253.93
5542, 1, swing up, -2.77, 0.06, -2.82, 0.13, 7.16, -11.89, -0.09, -253.97
5549, 1, swing up, -2.72, -0.02, -2.77, 0.06, 6.52, -10.21, -0.09, -254.01
5556, 1, swing up, -2.68, -0.09, -2.72, -0.02, 7.54, -11.12, -0.09, -253.99
5562, 1, swing up, -2.62, -0.16, -2.68, -0.09, 8.76, -12.85, -0.09, -253.94
5568, 1, swing up, -2.58, -0.22, -2.62, -0.16, 5.97, -7.78, -0.09, -254.08
5575, 1, swing up, -2.53, -0.29, -2.58, -0.22, 8.05, -11.31, -0.09, -253.98
5581, 1, swing up, -2.49, -0.35, -2.53, -0.29, 7.48, -10.10, -0.09, -254.02
5588, 1, swing up, -2.45, -0.40, -2.49, -0.35, 5.97, -7.72, -0.09, -254.08
5595, 1, swing up, -2.40, -0.46, -2.45, -0.40, 6.74, -8.98, -0.09, -254.05
5601, 1, swing up, -2.36, -0.51, -2.40, -0.46, 5.64, -6.90, -0.08, -254.11
5607, 1, swing up, -2.31, -0.57, -2.36, -0.51, 7.61, -9.08, -0.08, -254.04
5614, 1, swing up, -2.27, -0.61, -2.31, -0.57, 6.65, -7.80, -0.08, -254.08
5620, 1, swing up, -2.23, -0.67, -2.27, -0.61, 7.16, -8.69, -0.08, -254.06
5626, 1, swing up, -2.19, -0.71, -2.23, -0.67, 5.53, -6.30, -0.08, -254.12
5634, 1, swing up, -2.15, -0.76, -2.19, -0.71, 5.53, -7.18, -0.08, -254.10
5640, 1, swing up, -2.12, -0.80, -2.15, -0.76, 5.94, -7.35, -0.07, -254.09
